res_id,age,marital_status,child_num,has_motorcycle,has_car,use_internet,expense
2024000000770876,40,kawin,1,yes,no,yes,5805375
2024000000147496,50,cerai hidup,1,yes,no,yes,8470837
2024000000140223,36,belum kawin,0,yes,yes,yes,4433207
2024000000500571,26,belum kawin,0,yes,yes,no,4912109
2024000000583312,40,cerai hidup,1,yes,no,yes,7430799
2024000000368007,50,cerai hidup,1,no,yes,no,8371737
2024000000307679,49,kawin,1,no,yes,yes,12020178
2024000000295111,30,belum kawin,0,no,yes,yes,3966707
2024000000240199,23,kawin,1,no,no,yes,5643549
2024000000285314,48,cerai mati,1,no,yes,no,11066619
2024000000115037,23,belum kawin,0,no,no,yes,2894062
2024000000308531,39,belum kawin,0,no,no,yes,6425569
2024000000322128,36,belum kawin,0,no,yes,yes,5384878
2024000000198889,23,belum kawin,0,no,yes,yes,4518652
2024000000355761,48,cerai mati,1,yes,no,yes,16272630
2024000000877519,39,kawin,1,yes,yes,yes,4486400
2024000000173073,45,kawin,1,no,no,yes,9182063
2024000000311480,39,cerai hidup,1,yes,no,yes,5346255
2024000000879282,32,belum kawin,0,yes,yes,yes,5164414
2024000000105578,27,belum kawin,0,yes,yes,yes,4368475
2024000000948704,45,kawin,1,yes,yes,no,7121901
2024000000297710,51,belum kawin,0,yes,yes,yes,11719281
2024000000218080,22,belum kawin,0,yes,yes,yes,11378788
2024000000285934,42,kawin,1,no,no,yes,27280073
2024000000192716,24,belum kawin,0,yes,no,yes,4290656
2024000000763424,24,kawin,1,yes,no,yes,3204278
2024000000127103,50,belum kawin,0,no,yes,yes,12422956
2024000000336819,42,kawin,1,no,no,yes,8487748
2024000000183048,48,kawin,1,yes,no,yes,28656059
2024000000146104,49,kawin,1,no,no,yes,26887313
2024000000253429,33,belum kawin,0,yes,yes,yes,4467530
2024000000663870,41,belum kawin,0,no,yes,yes,9856015
2024000000812535,34,kawin,1,no,no,yes,2743958
2024000000340150,25,belum kawin,0,yes,no,yes,5892120
2024000000504760,40,cerai hidup,1,no,no,yes,7240668
2024000000670168,48,cerai mati,1,no,yes,yes,9326485
2024000000226973,36,kawin,1,no,no,yes,5886015
2024000000380731,24,kawin,1,no,no,yes,4258620
2024000000280673,42,cerai hidup,1,no,no,yes,8524410
2024000000123149,39,cerai hidup,1,no,no,yes,6199392
2024000000292916,32,cerai hidup,1,yes,no,yes,4279088
2024000000197324,41,kawin,1,yes,yes,no,8024934
2024000000140700,44,belum kawin,0,no,no,yes,10833207
2024000000341213,40,kawin,1,yes,no,yes,6221799
2024000000270495,32,cerai hidup,1,no,no,yes,11305153
2024000000607031,38,belum kawin,0,yes,no,yes,6455317
2024000000603603,25,belum kawin,0,no,yes,yes,10868799
2024000000134371,47,cerai hidup,1,no,yes,yes,10284605
2024000000187674,35,kawin,1,no,yes,yes,6767731
2024000000500384,46,kawin,1,yes,no,yes,11199530
2024000000171494,38,kawin,1,yes,no,yes,6207885
2024000000493158,30,kawin,1,no,no,yes,4434722
2024000000223849,47,belum kawin,0,no,yes,yes,8203032
2024000000687788,34,belum kawin,0,no,no,yes,3214238
2024000000581165,30,kawin,1,yes,no,yes,2881919
2024000000306283,23,belum kawin,0,yes,yes,yes,4949565
2024000000306306,51,cerai hidup,1,yes,yes,yes,10028781
2024000000321687,46,cerai mati,1,no,no,yes,9842874
2024000000714069,33,belum kawin,0,no,yes,yes,5694253
2024000000716361,48,cerai mati,1,yes,yes,no,21026534
2024000000235434,29,belum kawin,0,yes,yes,yes,4432073
2024000000566032,34,cerai hidup,1,no,yes,yes,4766341
2024000000177997,42,kawin,1,no,yes,yes,8234138
2024000000444692,49,kawin,1,no,yes,yes,16315146
2024000000915137,48,belum kawin,0,no,no,yes,11151642
2024000000340045,41,kawin,1,yes,no,yes,11356414
2024000000834687,40,cerai hidup,1,yes,no,yes,7324191
2024000000686034,29,kawin,1,no,yes,yes,8591770
2024000000875114,32,kawin,1,no,no,yes,3613634
2024000000158999,28,kawin,1,no,no,yes,5949918
2024000000790197,42,kawin,1,yes,yes,yes,12102876
2024000000578022,27,belum kawin,0,no,yes,yes,4500915
2024000000109078,40,kawin,1,yes,yes,no,5039613
2024000000231405,45,belum kawin,0,no,no,yes,20947557
2024000000168948,49,cerai mati,1,no,yes,yes,19196522
2024000000138627,32,kawin,1,no,no,yes,4183895
2024000000202151,45,cerai hidup,1,yes,yes,yes,18230423
2024000000156635,22,kawin,1,no,yes,yes,2879862
2024000000295461,47,cerai mati,1,no,no,no,11157411
2024000000120713,22,kawin,1,yes,yes,no,3539745
2024000000121146,35,kawin,1,no,no,yes,6700953
2024000000290534,38,kawin,1,no,yes,yes,8300082
2024000000273484,46,cerai mati,1,yes,yes,yes,29685743
2024000000105889,41,cerai hidup,1,no,no,yes,11215510
2024000000185136,33,belum kawin,0,no,no,yes,5569879
2024000000331167,23,kawin,1,yes,yes,yes,5696579
2024000000212280,45,cerai hidup,1,no,yes,yes,8262585
2024000000100579,42,kawin,1,no,yes,yes,8980871
2024000000195219,33,belum kawin,0,yes,no,yes,3539916
2024000000154734,24,belum kawin,0,yes,yes,yes,7192211
2024000000939806,31,kawin,1,yes,yes,yes,3043789
2024000000128552,29,belum kawin,0,no,yes,yes,2916432
2024000000285118,42,kawin,1,yes,no,yes,7710648
2024000000960512,30,belum kawin,0,yes,no,no,4690695
2024000000212127,38,belum kawin,0,no,yes,yes,7559739
2024000000137007,30,kawin,1,no,no,no,4427442
2024000000790281,34,belum kawin,0,no,no,yes,4704071
2024000000261381,36,kawin,1,no,yes,yes,9358516
2024000000539811,34,belum kawin,0,no,yes,yes,6117112
2024000000185188,40,belum kawin,0,yes,no,yes,7678463
2024000000310297,49,kawin,1,no,yes,yes,9843141
2024000000250303,25,kawin,1,yes,yes,no,3137221
2024000000214088,40,kawin,1,yes,yes,no,9081687
2024000000659169,28,belum kawin,0,yes,yes,yes,4118520
2024000000144842,23,kawin,1,no,yes,yes,2897430
2024000000166045,29,kawin,1,yes,no,yes,3791413
2024000000324720,50,cerai mati,1,no,no,yes,11365640
2024000000333142,40,belum kawin,0,yes,no,yes,6354428
2024000000338191,29,kawin,1,no,no,no,4263207
2024000000115973,49,cerai mati,1,yes,yes,yes,8460016
2024000000336458,43,cerai hidup,1,yes,no,yes,9164404
2024000000270179,22,belum kawin,0,no,no,yes,3526449
2024000000123962,43,kawin,1,yes,yes,yes,8211957
2024000000276568,47,kawin,1,no,no,yes,9117240
2024000000217575,44,kawin,1,yes,yes,yes,6207893
2024000000123645,42,belum kawin,0,no,yes,yes,10545275
2024000000375716,23,belum kawin,0,yes,no,yes,3030450
2024000000103898,41,kawin,1,no,no,yes,9623724
2024000000199239,49,cerai mati,1,no,no,yes,15647078
2024000000306418,38,kawin,1,yes,no,yes,7086766
2024000000792641,34,belum kawin,0,no,no,yes,4061109
2024000000116404,51,cerai mati,1,yes,no,yes,11703657
2024000000302967,32,cerai hidup,1,no,yes,yes,3108577
2024000000254294,43,cerai hidup,1,yes,no,yes,19186032
2024000000226965,28,kawin,1,no,yes,yes,3709373
2024000000263146,36,belum kawin,0,yes,yes,yes,6113473
2024000000144216,32,belum kawin,0,yes,yes,yes,3403249
2024000000740450,22,belum kawin,0,no,no,yes,3769109
2024000000265745,22,belum kawin,0,no,no,yes,9134923
2024000000136564,34,belum kawin,0,yes,no,yes,3874378
2024000000274900,44,belum kawin,0,yes,yes,yes,11551635
2024000000297682,30,kawin,1,yes,no,yes,4669519
2024000000440214,34,belum kawin,0,no,no,yes,3278164
2024000000276045,23,belum kawin,0,yes,no,yes,2779818
2024000000247371,23,belum kawin,0,no,no,yes,3996979
2024000000250925,48,cerai mati,1,yes,yes,yes,10398591
2024000000100301,24,belum kawin,0,no,no,yes,3884164
2024000000317203,37,kawin,1,no,yes,yes,7701288
2024000000661189,34,belum kawin,0,no,no,yes,5952778
2024000000143278,29,kawin,1,no,no,yes,3663628
2024000000737030,34,belum kawin,0,yes,no,yes,5467849
2024000000243224,34,cerai hidup,1,yes,yes,no,5230425
2024000000106687,31,belum kawin,0,no,no,yes,10345515
2024000000285656,49,kawin,1,yes,yes,yes,7957684
2024000000529296,33,kawin,1,no,no,yes,6357295
2024000000336604,36,kawin,1,no,no,yes,7863505
2024000000245561,46,belum kawin,0,yes,yes,yes,10250297
2024000000266830,24,kawin,1,no,no,yes,5101475
2024000000152869,30,kawin,1,no,yes,yes,5612010
2024000000203262,32,cerai hidup,1,no,yes,yes,7185507
2024000000188161,51,kawin,1,yes,yes,yes,9924845
2024000000893769,31,belum kawin,0,no,no,yes,9483121
2024000000320478,43,kawin,1,no,no,yes,17792708
2024000000844783,48,cerai hidup,1,yes,no,yes,36958224
2024000000317331,42,belum kawin,0,yes,yes,yes,11440303
2024000000101381,30,belum kawin,0,yes,yes,yes,3281442
2024000000556879,45,kawin,1,yes,yes,yes,17932185
2024000000148000,26,kawin,1,no,no,no,2704849
2024000000163059,37,cerai hidup,1,no,yes,yes,5315575
2024000000643158,25,belum kawin,0,yes,no,yes,5413783
2024000000114626,25,kawin,1,yes,no,yes,3326973
2024000000230907,33,kawin,1,no,yes,yes,5465993
2024000000224725,31,kawin,1,no,yes,yes,8709530
2024000000365428,41,belum kawin,0,no,yes,no,10659786
2024000000703325,30,belum kawin,0,yes,yes,yes,3582750
2024000000686792,49,kawin,1,yes,yes,yes,11075287
2024000000285646,26,kawin,1,no,no,yes,2851402
2024000000274971,28,kawin,1,yes,no,yes,6368203
2024000000114983,50,cerai hidup,1,no,no,yes,11196789
2024000000250553,37,kawin,1,no,yes,yes,8281850
2024000000892291,30,kawin,1,yes,yes,yes,11719759
2024000000140970,38,belum kawin,0,no,no,yes,5922650
2024000000249387,47,belum kawin,0,yes,yes,yes,10506201
2024000000493247,48,kawin,1,yes,yes,yes,23659652
2024000000218707,27,belum kawin,0,no,no,yes,6913055
2024000000275964,41,belum kawin,0,yes,no,yes,7411153
2024000000324382,29,kawin,1,yes,no,yes,3648727
2024000000336757,23,belum kawin,0,no,no,yes,5552249
2024000000460112,28,belum kawin,0,yes,no,yes,5507801
2024000000327855,33,cerai hidup,1,no,no,no,5942800
2024000000300775,39,cerai hidup,1,no,no,yes,5520499
2024000000251304,23,kawin,1,yes,yes,yes,10691325
2024000000252276,26,belum kawin,0,yes,yes,yes,5279608
2024000000890499,39,kawin,1,yes,yes,yes,6382180
2024000000235365,44,cerai hidup,1,no,yes,yes,25634548
2024000000137737,48,cerai mati,1,no,no,yes,9620053
2024000000529004,26,kawin,1,no,no,yes,3307852
2024000000686909,24,belum kawin,0,yes,no,yes,5271720
2024000000155719,37,kawin,1,no,yes,yes,5156873
2024000000449166,31,belum kawin,0,yes,no,yes,3773272
2024000000226515,42,belum kawin,0,no,no,yes,30848378
2024000000294774,30,belum kawin,0,yes,yes,yes,6605586
2024000000267687,43,kawin,1,yes,no,yes,36174747
2024000000211887,25,kawin,1,no,yes,yes,5419283
2024000000161783,43,cerai hidup,1,no,yes,yes,9464363
2024000000285476,38,belum kawin,0,yes,yes,yes,7898088
2024000000292951,44,cerai hidup,1,yes,no,yes,7739565
2024000000281731,49,cerai hidup,1,no,yes,yes,11150710
2024000000315486,27,belum kawin,0,yes,yes,yes,8989271
2024000000157171,30,kawin,1,no,yes,yes,3126357
2024000000254102,51,kawin,1,no,no,yes,6820057
2024000000411643,38,kawin,1,no,yes,yes,5924607
2024000000145788,22,belum kawin,0,yes,yes,yes,7570390
2024000000143447,23,belum kawin,0,yes,no,yes,7610681
2024000000133474,44,kawin,1,no,yes,yes,7444215
2024000000278128,31,kawin,1,no,yes,yes,8794923
2024000000181770,35,belum kawin,0,no,yes,yes,4169698
2024000000918525,33,kawin,1,no,yes,yes,12924739
2024000000541028,22,kawin,1,yes,no,yes,2795356
2024000000165286,41,kawin,1,yes,no,yes,10467924
2024000000168448,22,belum kawin,0,no,yes,yes,10130364
2024000000280999,35,cerai hidup,1,no,yes,yes,10899154
2024000000278632,50,belum kawin,0,no,yes,no,11890520
2024000000483883,28,kawin,1,yes,no,yes,4619776
2024000000254451,41,cerai hidup,1,no,yes,yes,8756571
2024000000224483,34,cerai hidup,1,yes,yes,yes,7229809
2024000000233081,30,kawin,1,no,no,no,4914318
2024000000110276,25,belum kawin,0,yes,no,yes,3873695
2024000000554072,43,kawin,1,no,yes,yes,7746475
2024000000306754,35,kawin,1,no,yes,yes,9664039
2024000000335264,33,kawin,1,yes,no,no,8273843
2024000000325528,48,cerai hidup,1,yes,yes,no,13869814
2024000000324963,42,kawin,1,yes,yes,yes,11990313
2024000000285416,49,belum kawin,0,no,no,yes,17274947
2024000000265865,49,cerai hidup,1,no,yes,yes,23801551
2024000000630903,28,kawin,1,no,no,no,4371844
2024000000198518,29,belum kawin,0,no,no,no,7995548
2024000000280513,43,kawin,1,no,yes,yes,8457090
2024000000214012,27,belum kawin,0,no,no,yes,4374222
2024000000934522,33,kawin,1,yes,yes,yes,3778217
2024000000271363,48,cerai mati,1,no,no,yes,11201505
2024000000675559,34,belum kawin,0,no,no,yes,3151934
2024000000137369,51,belum kawin,0,yes,yes,no,8587972
2024000000711733,24,kawin,1,yes,yes,yes,2375443
2024000000309777,43,belum kawin,0,no,no,yes,15884973
2024000000189036,28,belum kawin,0,yes,yes,yes,4833539
2024000000302117,48,cerai mati,1,no,no,yes,9833722
2024000000270368,35,cerai hidup,1,no,no,no,7074664
2024000000869088,38,cerai hidup,1,no,no,yes,3785931
2024000000132775,25,kawin,1,yes,no,yes,4661798
2024000000159752,33,kawin,1,no,yes,yes,3993447
2024000000105075,48,cerai mati,1,yes,yes,yes,21773737
2024000000241383,25,kawin,1,no,yes,yes,4411644
2024000000232039,26,kawin,1,no,no,yes,5163623
2024000000536092,29,kawin,1,no,yes,yes,4849412
2024000000263331,24,kawin,1,yes,yes,yes,10543872
2024000000888447,25,belum kawin,0,no,yes,yes,2850887
2024000000300074,40,cerai hidup,1,yes,no,yes,4578373
2024000000967562,31,cerai hidup,1,yes,yes,yes,6467472
2024000000132078,50,cerai mati,1,yes,no,yes,7913461
2024000000477217,31,belum kawin,0,no,no,yes,5219301
2024000000993166,34,cerai hidup,1,yes,yes,yes,10443779
2024000000246801,47,cerai hidup,1,no,no,no,9184092
2024000000326346,31,belum kawin,0,no,yes,yes,2957417
2024000000230887,44,cerai hidup,1,yes,no,yes,9830608
2024000000183660,44,kawin,1,yes,no,yes,11815187
2024000000281239,43,kawin,1,yes,yes,no,11575898
2024000000288102,26,kawin,1,no,no,yes,4440198
2024000000363071,51,kawin,1,yes,yes,no,7682200
2024000000338784,44,belum kawin,0,no,yes,yes,23456818
2024000000578537,42,kawin,1,no,no,yes,9957388
2024000000136105,35,kawin,1,no,yes,no,4036897
2024000000252595,46,cerai hidup,1,no,no,yes,20597095
2024000000367561,45,cerai hidup,1,yes,yes,yes,22919102
2024000000304935,28,kawin,1,yes,yes,yes,7806504
2024000000319278,46,belum kawin,0,yes,no,yes,13529168
2024000000306324,33,belum kawin,0,no,no,yes,5175026
2024000000132892,24,belum kawin,0,no,yes,yes,3362192
2024000000271410,30,belum kawin,0,no,yes,yes,3456436
2024000000801121,23,belum kawin,0,yes,no,yes,5318403
2024000000163525,25,kawin,1,no,no,yes,5590363
2024000000213148,45,kawin,1,yes,no,yes,8883870
2024000000233739,42,cerai hidup,1,no,yes,yes,20213367
2024000000154077,48,cerai mati,1,no,no,no,6702736
2024000000123162,27,belum kawin,0,yes,yes,yes,5195439
2024000000811558,38,kawin,1,yes,yes,yes,7849739
2024000000149224,49,cerai hidup,1,no,yes,yes,11456450
2024000000293071,48,belum kawin,0,yes,no,no,32150931
2024000000221923,42,cerai hidup,1,yes,no,yes,8357599
2024000000255168,36,belum kawin,0,no,yes,yes,4874374
2024000000157085,36,cerai hidup,1,yes,yes,yes,8315360
2024000000116385,27,belum kawin,0,yes,yes,yes,3188770
2024000000103605,41,kawin,1,no,no,yes,8349854
2024000000272351,37,cerai hidup,1,no,no,yes,7488640
2024000000112969,31,kawin,1,yes,no,yes,4527800
2024000000270652,48,cerai mati,1,yes,no,yes,8963207
2024000000167698,47,kawin,1,yes,yes,yes,19237725
2024000000656569,47,belum kawin,0,yes,no,yes,25171348
2024000000228448,45,kawin,1,yes,no,yes,10250431
2024000000236600,33,belum kawin,0,yes,yes,yes,4019451
2024000000111050,41,cerai hidup,1,yes,yes,no,7783430
2024000000229259,37,belum kawin,0,no,no,yes,4713367
2024000000143083,24,kawin,1,yes,no,no,3767306
2024000000118279,41,belum kawin,0,no,yes,no,11506540
2024000000123963,22,belum kawin,0,no,yes,yes,5702346
2024000000477406,25,belum kawin,0,yes,yes,yes,3344757
2024000000323008,41,belum kawin,0,no,yes,yes,25343760
2024000000554343,37,cerai hidup,1,yes,no,no,4827438
2024000000310296,48,cerai hidup,1,no,yes,yes,9967505
2024000000266389,44,cerai hidup,1,no,yes,yes,9608460
2024000000105220,31,cerai hidup,1,no,yes,yes,4640900
2024000000100456,44,cerai hidup,1,no,yes,yes,10490838
2024000000998522,29,belum kawin,0,no,yes,yes,4797512
2024000000232065,29,kawin,1,no,no,yes,3456148
2024000000191688,41,belum kawin,0,yes,no,yes,24750859
2024000000339602,45,belum kawin,0,yes,yes,yes,15023238
2024000000569466,50,cerai mati,1,yes,no,yes,6726124
2024000000609420,27,kawin,1,no,yes,yes,9607776
2024000000187840,40,belum kawin,0,yes,yes,yes,7486226
2024000000339933,23,belum kawin,0,no,no,yes,3259917
2024000000915867,32,kawin,1,yes,no,yes,5171353
2024000000262125,50,cerai mati,1,yes,yes,yes,31275876
2024000000198144,43,cerai hidup,1,no,yes,yes,27133906
2024000000170499,44,kawin,1,yes,no,no,7632514
2024000000309946,50,cerai hidup,1,no,no,yes,13453100
2024000000269039,40,cerai hidup,1,no,yes,yes,5386168
2024000000158827,38,cerai hidup,1,no,yes,yes,9123880
2024000000325601,33,belum kawin,0,no,yes,yes,4554031
2024000000928299,39,kawin,1,yes,yes,yes,12849347
2024000000255929,42,kawin,1,yes,no,yes,30835962
2024000000128094,25,belum kawin,0,no,yes,yes,7623837
2024000000584317,49,cerai mati,1,no,no,yes,28391841
2024000000339615,44,belum kawin,0,no,no,yes,6363362
2024000000335238,38,kawin,1,yes,yes,yes,8436140
2024000000140631,38,belum kawin,0,yes,no,yes,5102201
2024000000172722,39,cerai hidup,1,no,no,yes,8191526
2024000000303436,50,kawin,1,yes,no,yes,7375587
2024000000126826,34,belum kawin,0,no,yes,yes,4483591
2024000000286889,33,kawin,1,yes,yes,yes,4161623
2024000000296322,43,belum kawin,0,no,no,yes,12224722
2024000000208335,48,belum kawin,0,no,no,yes,8692798
2024000000182947,32,cerai hidup,1,no,yes,yes,3326723
2024000000137373,31,cerai hidup,1,no,yes,yes,8634318
2024000000336752,27,belum kawin,0,yes,no,no,8070791
2024000000325633,29,belum kawin,0,no,no,yes,8425906
2024000000116770,40,belum kawin,0,no,no,yes,6141815
2024000000100760,41,cerai hidup,1,yes,yes,yes,10974912
2024000000127877,25,belum kawin,0,no,yes,yes,4548675
2024000000142040,42,belum kawin,0,yes,no,yes,35290288
2024000000101103,34,kawin,1,no,no,yes,4195919
2024000000316473,36,kawin,1,yes,no,yes,6862865
2024000000103995,46,kawin,1,no,no,yes,28569527
2024000000154249,27,belum kawin,0,no,yes,no,5622844
2024000000806914,26,belum kawin,0,no,no,yes,11588079
2024000000281204,51,cerai hidup,1,yes,yes,yes,9962137
2024000000177734,43,belum kawin,0,no,no,yes,8958778
2024000000129968,25,belum kawin,0,yes,yes,yes,5296932
2024000000110825,26,belum kawin,0,yes,yes,yes,4844420
2024000000205500,50,belum kawin,0,no,yes,yes,30340475
2024000000211096,41,cerai hidup,1,yes,yes,yes,12633542
